UF Code;EIC Code;Short Description;Large Description;Maximum Power Capacity MW;Production Type;BRP Code;UP Code
SOLN4;18WSOLN4-12345-P;SOLN4;SOLNOVA ELECTRICIDAD CUATRO;50,0;Solar thermal;EGLE;STSOLN4
SOLNOC1;18W000000000PT4Z;SOLNOC1;UF SOLAR SOLNOCTIS3;1,8;Solar PV;NEXU;FSLNOC1
SOLREF;18W000000000M0OK;SOLREF;SOLREF;2,1;Solar PV;GNRA;SOLRED
SOLTC01;18W000000000QBO8;SOLTC01;SOLTC01;0,1;Competitive suppliers;SOLTE;SOLTC01
SOLUTEX;18WSOLUTEX-123-K;SOLUTEX;SOLUTEX;1,0;Natural Gas Cogeneration;DETIC;TCHPAGR
SOLVAY1;18WSOLVAY1-12-D7;SOLVAY1;SOLVAY I;47,0;Oil products and coal;REPSB;TSOLVAI
SOLVAYM;18WSOLVAYM-123-O;SOLVAYM;SOLVAYM;21,0;Natural Gas Cogeneration;EBLCO;SOLVAYM
SOLWC01;18W000000000KCLZ;SOLWE;SOLWE ENERGIA;0,2;Competitive suppliers;SOLWE;SOLWC01
SOLWEJU;18W000000000SK0L;SOLWE JUND;SOLWE JUNDESOL;0,9;Solar PV;SOLWE;SOLWEJU
SOLWESO;18W000000000SJZS;FYNEXU;FYNEXU;0,9;Solar PV;SOLWE;SOLWESO
SOLYVIE;18W000000000JGG0;SOLYVIENTO;UF SOLAR MAYOR DE 1MW;1,8;Solar PV;NEXU;FVIENTO
SOMBRIO;18WSOMBRIO-123-Q;SOMBRIO;P.E. EL SOMBRIO;28,0;Wonshore wind;IBGES;EHIBGES
SOMEC01;18W-SOMEC01-1--F;SOMENERGIA;SOMENERGIA;200,0;Competitive suppliers;SOMEN;SOMEC01
SOMENFV;18W000000000RL6A;FYLAUEI;FYLAUEI;10,7;Solar PV;SOMEN;SOMENFV
SOMLLA;18W000000000SUIT;SOMLLA;SOMLLA;3,2;Solar PV;GNRA;UPLLA
SOMOLIN;18WSOMOLIN-12-ED;PE SOMOLIN;P.E.SOMOLINOS;10,5;Wonshore wind;IBGES;EHIBGES
SOMRE_F;18W000000000FKW9;FYLAUEI;FYLAUEI;7,2;Solar PV;SOMRE;SOMRE_F
SOMRE_H;18W000000000GH4X;HYEEXXI;END CUR  ( TARIFA, HIDRÁULICA,;1,8;Hydro non UGH;SOMRE;SOMRE_H
SONAC;18W000000000JJ95;SONAC;SONAC;1,8;Solar PV;GNRA;FVGNRA
SONCA;18W000000000JNM4;SONCA;SONCA;5,4;Solar PV;GNRA;SONES
SONEC01;18W000000000TMUP;SONESTA L;SONESTA LUZ;5,0;Competitive suppliers;SOLUZ;SONEC01
SONIS;18W000000000JJKK;SONIS;SONIS;2,7;Solar PV;GNRA;FVGNRA
SONSP;18W000000000JMZI;SONSP;SONSP;1,8;Solar PV;GNRA;FVGNRA
SONVI;18W000000000JNO0;SONVI;SONVI;3,2;Solar PV;GNRA;FVGNRA
SOPAG;18WSOPAG-1234--L;SOPAG;FSOPAG;5,8;Solar PV;GNRA;SOPAG
SOPRC01;18W000000000POT0;SOPRO PEN;SOPRO PEN;1,0;Competitive suppliers;SOPRO;SOPRC01
SORICHE;18W000000000GWMQ;SORICHE;PE SIERA DE ORICHE;13,8;Wonshore wind;ECYR;EEGPES
SORIG;18WSORIG-1234--U;SORIG;SORIG;4,3;Natural Gas Cogeneration;DETIC;COGSORI
SORXC01;18W000000000K3MN;SOREX;SORS MARKETS LTD;100,0;Competitive suppliers;SOREX;SORXC01
SOSRC;18WSOSRC-1234-E9;SOSRC;P. E. SOS DEL REY CATÓLICO;48,7;Wonshore wind;EGED;EGREEN
SOTAVEN;18W000000000QJ7I;SOTAVEN;UFI PE SOTAVENTO;17,6;Wonshore wind;NEXU;ESTVNTO
SOTILLA;18WSOTILLA-123-7;SOTILLA;SOTILLA;1,1;Hydro non UGH;DETIC;HFDETIC
SOTILLO;18W000000000GE53;SOTILLO;PE SOTILLO-VM;15,0;Wonshore wind;CEG;PESOTIL
SOTONER;18WSOTONER-12-EX;SOTONER;SOTONER;18,9;Wonshore wind;HC G;HCGSIHA
SOTTC;18W000000000SZYJ;SOTTC;SOTTC;10,0;Solar PV;GNRA;UPSOT
SOU1;18WSOU1-12345-A1;SOUTELO 1;SOUTELO GR.1;131,9;Hydro UGH;IBEG;SIL
SOU2;18WSOU2-12345-AS;SOUTELO 2G;SOUTELO GR.2 GENERAC;81,6;Hydro UGH;IBEG;SIL
SOU2B;18WSOU2B--1234-V;SOUTELO 2B;SOUTELO GR.2 BOMBEO;78,0;Pump consumption;IBEG;SILB
SPARAMO;18WSPARAMO-123-X;SPARAMO;P.E. SERRA DO PARAMO;20,0;Wonshore wind;WMARK;EFWMARK
SPB1B;18W000000000TRW6;SPB1B;SPB1B;0,9;Market direct consumption;SPBB;SPBBR01
SPB4B;18W000000000TRX4;SPB4B;SPB4B;1,5;Market direct consumption;SPBB;SPBBR01
SPBBC01;18W-SPBBC01-8--2;SPBBC01;SPBBC01;2,0;Market direct consumption;SPBB;SPBBC01
SPCKC01;18W000000000RBAW;SPK_CM_PEN;SPOCK COMERCIALIZADORA PENINSU;0,1;Competitive suppliers;SPOCK;SPCKC01
SPEEXXI;18W-SPEEXXI-2--N;SPEEXXI;END CUR  ( SOLAR TERMICA, PRUE;0,0;Solar thermal;EEXXI;SPEEXXI
SPELARD;18W000000000F5YD;S PELARDA;PE SIERRA PELARDA;14,4;Wonshore wind;ECYR;EEGPES
SPELAYO;18W000000000QRBN;SPELAYO;UF SOLAR SAN PELAYO;2,8;Solar PV;NEXU;FSPELYO
SPEONUR;18W-SPEONUR-9--Q;SPEONUR;E.ON CUR ( SOLAR TERMICA, PRUE;0,0;Solar thermal;EONUR;SPEONUR
SPGGC01;18W000000000GQO3;SPGGC01;SPGGC01;4,8;Market direct consumption;SPGG;SPGGC01
SPHCCUR;18W-SPHCCUR-1--2;SPHCCUR;HC CUR ( SOLAR TERMICA, PRUEBA;0,0;Solar thermal;HCCUR;SPHCCUR
SPIBCUR;18W-SPIBCUR-5--M;SPIBCUR;IB CUR  ( SOLAR TERMICA, PRUEB;0,0;Solar thermal;IBCUR;SPIBCUR
SPINC01;18W000000000DTII;SPINC01;SPINC01;1,0;Market direct consumption;SPINR;SPINC01
SPIVB;18W000000000TZ25;SPIVB;SPIVB;16,0;Wonshore wind;GNRA;UPSPIV
SPR1;18WSPR1-12345-AM;S.PEDRO 1;SAN PEDRO 1;17,2;Hydro UGH;IBEG;SIL
SPR2;18WSPR2-12345-AC;S.PEDRO 2;SAN PEDRO 2;17,1;Hydro UGH;IBEG;SIL
SPR21;18WSPR21-1234--H;S PEDRO2 1;SAN PEDRO2 1;25,8;Hydro UGH;IBEG;SIL
SPS1;18WSPS1-12345-AB;S.PASCUA 1;SAN PASCUAL 1;0,4;Hydro UGH;ENDG;GDLQ
SPS2;18WSPS2-12345-A1;S.PASCUA 2;SAN PASCUAL 2;0,4;Hydro UGH;ENDG;GDLQ
SQR1;18WSQR1-12345-AA;SEQUEIRO 1;SEQUEIROS 1;6,6;Hydro UGH;IBEG;SIL
SQR2;18WSQR2-12345-A0;SEQUEIRO 2;SEQUEIROS 2;6,2;Hydro UGH;IBEG;SIL
SQR3;18WSQR3-12345-AR;SEQUEIRO 3;SEQUEIROS 3;6,5;Hydro UGH;IBEG;SIL
SQUITE;18WSQUITE-123-EV;SQUITE;P.E. SANTA QUITERIA;36,0;Wonshore wind;HC G;HCGSIHA
SRI3;18WSRI3-12345-DY;SOTO RIB 3;SOTO DE LA RIBERA  (G.3);346,2;Soft coal/Anthracite;HC G;SRI3
SRI4;18WSRI4-123456-V;SRI4;SOTO RIBERA GRUPO 4;426,0;Combined Cycle GT;HC G;SRI4
SRI5;18WSRI5-12345--5;SOTO 5;C.C. SOTO DE RIBERA 5;428,1;Combined Cycle GT;CCSR4;SRI5
SRM1;18WSRM1-12345-AG;S.RAMON 1;SAN RAMON 1;0,2;Hydro UGH;ENDG;GDLQ
SRM2;18WSRM2-12345-A6;S.RAMON 2;SAN RAMON 2;0,3;Hydro UGH;ENDG;GDLQ
SRM3;18WSRM3-12345-AX;S.RAMON 3;SAN RAMON 3;0,4;Hydro UGH;ENDG;GDLQ
SROM;18WSROM-12345-A6;S.ROMAN;SAN ROMAN;5,5;Hydro UGH;IBEG;DUER
SROQ1;18WSROQ1-1234-CJ;S.ROQUE 1;SAN ROQUE 1;389,8;Combined Cycle GT;GNCC;SROQ1
SROQ2;18WSROQ2-1234-CA;S.ROQUE 2;SAN ROQUE 2;401,8;Combined Cycle GT;ENDG;SROQ2
SRQE;18W000000000S9GM;SRQE;SRQE;15,0;Wonshore wind;REPSB;ESRQE
SRS1;18WSRS1-12345-AO;SEROS 1;SEROS 1;10,9;Hydro UGH;ENDG;EBRFEN
SRS2;18WSRS2-12345-AE;SEROS 2;SEROS 2;10,9;Hydro UGH;ENDG;EBRFEN
SRS3;18WSRS3-12345-A4;SEROS 3;SEROS 3;10,9;Hydro UGH;ENDG;EBRFEN
SRS4;18WSRS4-12345-AV;SEROS 4;SEROS 4;10,9;Hydro UGH;ENDG;EBRFEN
SRUBIO;18WSRUBIO-123-EY;SRUBIO;P.E. SERRA DE RUBIO;49,5;Wonshore wind;EGED;EGREEN
SRVGC01;18W-SRVGC01-1--M;GASHOGAR15;GASHOGAR15;50,0;Competitive suppliers;SRVGS;SRVGC01
SRVIC01;18W000000000SHKR;SRVI;SERVINERGIA;1,0;Competitive suppliers;SERV;SRVIC01
SS41AL;18W000000000OSN4;SS41AL;SS41AL;1,0;Competitive suppliers;FORTI;FORTR01
SSEECP3;18W000000000T2NP;COMPRA_F;COMPRA_FRANCIA;20,0;Import France;SSEEN;SSEECP3
SSEEVP3;18W000000000T2MR;VENTA_F;VENTA_FRANCIA;20,0;Export France;SSEEN;SSEEVP3
SSFCER;18W000000000TSPH;SSFCER;SSFCER;1,0;Competitive suppliers;ENDCO;ENDER01
SSFHAT;18W000000000TYN3;SSFHAT;SSFHAT;1,0;Competitive suppliers;ENDCO;ENDER01
SSFLIR;18W000000000TYO1;SSFLIR;SSFLIR;1,0;Competitive suppliers;ENDCO;ENDER01
SSFVIL;18W000000000TSQF;SSFVIL;SSFVIL;1,0;Competitive suppliers;ENDCO;ENDER01
SSL1;18WSSL1-12345-AF;SANTSIL 1;SANTIAGO-SIL 1;7,4;Hydro UGH;IBEG;SIL
SSL2;18WSSL2-12345-A5;SANTSIL 2;SANTIAGO-SIL 2;7,4;Hydro UGH;IBEG;SIL
SSVAN;18W000000000MSHO;SSVAN;SSVAN;40,0;Solar PV;GNRA;FVSSVAN
ST4-UF;18WST4-UF-1234-P;ST4 PARC;ST4 PAR ALBA;9,7;Natural Gas Cogeneration;LMER;ST4
STA1;18WSTA1-12345-AD;STA.ANA 1;SANTA ANA 1;15,0;Hydro UGH;ENDG;EBRFEN
STA2;18WSTA2-12345-A3;STA.ANA 2;SANTA ANA 2;15,0;Hydro UGH;ENDG;EBRFEN
STAQC01;18W0000000004VZE;S COLOMA;ELEC MUN S COLOMA DE QUERALT;1,6;Competitive suppliers;STACO;STAQC01
STBUTQ;18WSTBUTQ-1234-3;STBUTQ;SECADERO TÉRMICO BUTARQUE;18,0;Natural Gas Cogeneration;CEG;TBUTARQ
STC4;18WSTC4-12345-CV;SANTURCE 4;SANTURCE (G.4);396,4;Combined Cycle GT;IBGT;STC4
STE1;18WSTE1-12345-A6;S.TERESA 1;SANTA TERESA 1;10,3;Hydro UGH;IBEG;DUER
STE2;18WSTE2-12345-AX;S.TERESA 2;SANTA TERESA 2;10,3;Hydro UGH;IBEG;DUER
STENBA;18WSTENBA-123-DL;STENBA;STENBA;46,0;Natural Gas Cogeneration;EGLE;TSTENBA
STEV;18W000000000SAL9;STEV;STEV;31,0;Wonshore wind;REPSB;ESTEV
STIB;18WSTIB-12345-AA;S.TIBURCIO;SAN TIBURCIO;1,3;Hydro UGH;ASIE;MHLRMER
STINC01;18W0000000001UYV;STINC01;STIN UNIDAD COMERCIALIZACION;1,0;Competitive suppliers;STIN;STINC01
STLLMA;18W000000000TSOJ;STLLMA;STLLMA;1,0;Competitive suppliers;ENDCO;ENDER01
STMCOG;18W000000000S22Y;STMCOG;STMCOG;1,0;Competitive suppliers;SHELL;SESAR01
STMMIN;18W000000000S23W;STMMIN;STMMIN;1,0;Competitive suppliers;SHELL;SESAR01
STODC;18W000000000QX7D;STODC;STODC;2,0;Solar PV;GNRA;FVGNRA
STOMAS;18W000000000QKD3;STOMAS;UF SOLAR ST TOMAS;17,2;Solar PV;NEXU;FSTOMAS
STROC01;18W-STROC01-5--Q;STROC1;STROC1;0,1;Competitive suppliers;STROM;STROC01
SUCAC01;18W0000000006ZNI;SUCAS;SUCA SOCIEDAD COOPERATIVA;3,0;Competitive suppliers;SUCAS;SUCAC01
SUESO;18W000000000JNJA;SUESO;SUESO;1,5;Solar PV;GNRA;FVGNRA
SULAC01;18W-SULAC01-1--W;SULAYR;SULAYR GLOBAL SERVICE;0,7;Market direct consumption;SULA;SULAC01
SUMAC01;18W000000000IAAY;SUMAE;SUMA ENERGIA SL;0,6;Competitive suppliers;SUMAE;SUMAC01
SUNAC01;18W-SUNAC01-3--4;SUNAIR ONE;SUNAIR ONE;0,1;Competitive suppliers;SUNAI;SUNAC01
SUNCC01;18W000000000FSM5;SUNCAPEN;SUNCA PENINSULA;0,1;Competitive suppliers;SUNCA;SUNCC01
SUNFC01;18W000000000QE26;SUNFC01;COMPRA ALDERAAN;1,0;Competitive suppliers;SUNFL;SUNFC01
SUNHC01;18W-SUNHC01----V;SUNAIRHOME;SUNAIR ONE HOME;0,1;Competitive suppliers;SUNHO;SUNHC01
SUNO1;18W000000000U1SE;SUNO1;FV SUNO1;15,9;Solar PV;CEG;FSUNO1
SUNO2;18W000000000U1UA;SUNO2;FV SUNO 2;10,0;Solar PV;CEG;FSUNO2
SUNPC01;18W000000000OUPV;UP SUNPS;UP SUN POWER 365;0,1;Competitive suppliers;SUNPS;SUNPC01
SUPRC01;18W000000000U38B;SELECTRA;SUMINISTROS PROPIOS ENERGIA;1,0;Competitive suppliers;SUMIA;SUPRC01
SUS1;18WSUS1-12345-AP;SUSQUEDA 1;SUSQUEDA 1;38,5;Hydro UGH;ENDG;TERE
SUS2;18WSUS2-12345-AF;SUSQUEDA 2;SUSQUEDA 2;36,3;Hydro UGH;ENDG;TERE
SUS3;18WSUS3-12345-A5;SUSQUEDA 3;SUSQUEDA 3;13,3;Hydro UGH;ENDG;TERE
SVIRGEN;18WSVIRGEN-12-EK;SVIRGEN;P.E. SIERRA DE LA VIRGEN;28,8;Wonshore wind;ECYR;EREGPEM
SVOLTOR;18WSVOLTOR-123-T;SERRA VOLT;PE SERRA VOLTORERA;16,0;Wonshore wind;NEXU;EVOLTOR
SWAPC01;18W-SWAPC01-8--V;SWAPENERGI;SWAP ENERGIA;0,1;Competitive suppliers;SWAPE;SWAPC01
SXOAN;18WSXOAN-1234-EG;SXOAN;SXOAN;15,8;Wonshore wind;EGED;EGREEN
SYEEXXI;18W-SYEEXXI-9--7;SYEEXXI;END CUR  ( TARIFA, SOLAR TERMI;0,0;Solar thermal;EEXXI;SYEEXXI
SYEGUAS;18WSYEGUAS-123-R;SYEGUAS;18WSYEGUAS-123-R;4,9;Hydro non UGH;EGLE;HSYEGU
SYENC01;18W000000000MDD3;SYENC01;SYENE_UP;1,0;Competitive suppliers;SYENE;SYENC01
SYEONUR;18W-SYEONUR-2--T;SYEONUR;E.ON CUR ( TARIFA, SOLAR TERMI;0,0;Solar thermal;EONUR;SYEONUR
SYGNSUR;18W-SYGNSUR-2--F;SYGNSUR;GN SUR SDG ( TARIFA, SOLAR TER;0,0;Solar thermal;GNSUR;SYGNSUR
SYHCCUR;18W-SYHCCUR-2--A;SYHCCUR;HC CUR ( TARIFA, SOLAR TERMICA;0,0;Solar thermal;HCCUR;SYHCCUR
SYIBCUR;18W-SYIBCUR-3--5;SYIBCUR;IB CUR  ( TARIFA, SOLAR TERMIC;0,0;Solar thermal;IBCUR;SYIBCUR
TAB1;18WTAB1-12345-AW;TABESCAN 1;TABESCAN 1;31,5;Hydro UGH;ENDG;EBRFEN
TAB2;18WTAB2-12345-AM;TABESCAN 2;TABESCAN 2;59,3;Hydro UGH;ENDG;EBRFEN
TAB3;18WTAB3-12345-AC;TABESCAN 3;TABESCAN 3;59,3;Hydro UGH;ENDG;EBRFEN
TABER1;18W000000000OYPJ;TABER1;SFV TABERNAS;45,0;Solar PV;GNCO;FGASN2U
TABER2;18W000000000OYQH;TABER2;SFV TABERNAS2;45,0;Solar PV;GNCO;FGASN2U
TABERNS;18W000000000NKMY;TBRNAS;TABNERSII;41,6;Solar PV;GESTE;FTABRNS
TABLADO;18WTABLADO-12-E7;TABLADO;P.E. EL TABLADO;19,8;Wonshore wind;IBGES;EHIBGES
TABLARE;18W000000000GI6Q;TABLARES;PE TABLARES;11,9;Wonshore wind;CEG;PETABLA
TABLCET;18W000000000UDMR;TABLCET;TABLERO;22,9;Natural Gas Cogeneration;EGLE;TCETA
TABLERO;18WTABLERO-123-P;TABLERO;INDUSTRIAS DEL TABLERO;24,8;Oil products and coal;WMARK;TTABLER
TABLICI;18WTABLICI-123-3;TABLEROS;TABLEROS HISPANOS;7,2;Natural Gas Cogeneration;DETIC;COGTABL
TABLOS;18W000000000UBAK;TABLOS;LOSAN;4,2;Biomass;EGLE;RTABLOS
TACBR;18W000000000R0QX;TACBR;TACBR;35,0;Solar PV;GNRA;UPTAC
TACICAP;18WTACICADEPLATJ;TACICAP;TACICA DE PLATA;26,0;Wonshore wind;IBGES;EHIBGES
TAEEXXI;18WTAEEXXI-12--8;ATL COOP;ATLANTIC COOPER;11,5;Residual energy;EEXXI;TAEEXXI
TAGUS1;18W000000000QIBD;TAGUS1;FV TAGUS I;37,0;Solar PV;IBGES;FIBGT12
TAGUS2;18W000000000QICB;TAGUS2;FV TAGUS II;37,0;Solar PV;IBGES;FIBGT12
TAGUS3;18W000000000QID9;TAGUS3;FV TAGUS III;37,0;Solar PV;IBGES;FIBGT34
TAGUS4;18W000000000QIE7;TAGUS4;FV TAGUS IV;37,0;Solar PV;IBGES;FIBGT34
TAHIVI;18WTAHIVI-123-E7;TAHIVI;P.E. TAHIVILLA;30,0;Wonshore wind;HC G;HCGSIHA
TAJTN;18W000000000O6YB;TAJTN;TAJTN;1,7;Hydro non UGH;GNRA;HFGNRA
TALAR1;18W000000000GERX;TALARR1;FV TALARRUBIAS I;34,3;Solar PV;NEXU;FTALAR1
TALAR2;18W000000000GESV;TALARR2;FV TALARRUBIAS II;34,3;Solar PV;NEXU;FTALAR2
TALARN;18WTALARN-1234-H;TALARN;UF TALARN III;2,4;Hydro non UGH;EFG;HGEFG
TALARRU;18WTALARRU-123-E;TALARRU;TALARRUBIAS;1,9;Solar PV;GESTE;FTALARR
TALASOL;18W000000000JQVE;TALASOL;TALASOL SOLAR PV;243,9;Solar PV;EGLE;FTASOL
TALAVE;18W000000000JLVT;TALAVE;TALAVE;5,2;Hydro non UGH;CEG;HYTLAVE
TALAVER;18WTALAVER-12-AJ;TALAVER;TALAVER;2,8;Hydro non UGH;IBGES;HFIBFZ
TALAYAS;18W000000000T25O;TALAYAS;PE LAS ATALAYAS;49,5;Wonshore wind;EGLE;EPRADA4
TALAYEL;18W000000000PWSF;TALAYLAS2;TALAYUELA2;44,0;Solar PV;GESTE;FTALYEL
TALAYU;18W000000000JVZS;TALAYU;PFV TALAYUELA SOLAR;250,0;Solar PV;EGLE;FGENIA
TALEC01;18W0000000004VYG;TALARN_UP;TALARN_UNIDAD_PROGRAMACION;0,2;Competitive suppliers;TALEN;TALEC01
TALEGA;18W000000000ROCQ;TALEGA;TALEGA;1,6;Solar PV;CEG;FTALEGA
TALGC01;18W000000000PRRW;TALGC01;TALGC01;0,5;Market direct consumption;TALGA;TALGC01
TALIA1;18W000000000TH4I;TALIA1;TALIA1;5,1;Solar PV;ATENC;FTALIA1
TALIA2;18W000000000TH5G;TALIA2;TALIA2;7,8;Solar PV;ATENC;FTALIA2
TALLAT;18WTALLAT-1234-C;TALLAT;P.E. SERRA DEL TALLAT;49,5;Wonshore wind;EGED;EGREEN1
TALLI;18WTALLI-12345-0;TALLI;P.E. LA TALLISCA;40,0;Wonshore wind;IBGES;EHIBGES
TAM1;18WTAM1-12345-AM;TAMBRE 1;TAMBRE 1 (TAMBRE I G1);4,2;Hydro UGH;GNFG;UFGC
TAM2;18WTAM2-12345-AC;TAMBRE 2;TAMBRE 2 (TAMBRE I G2);4,3;Hydro UGH;GNFG;UFGC
TAM3;18WTAM3-12345-A2;TAMBRE 3;TAMBRE 3 (TAMBRE I G3);4,3;Hydro UGH;GNFG;UFGC
TAM4;18WTAM4-12345-AT;TAMBRE 4 ;TAMBRE 4 (TAMBRE I G4);10,3;Hydro UGH;GNFG;UFGC
TAM5;18WTAM5-12345-AJ;TAMBRE 5;TAMBRE 5 (TAMBRE II G1);62,7;Hydro UGH;GNFG;UFGC
TAN1;18WTAN1-12345-F1;TANES 1G;TANES GR.1 GENERAC.;62,3;Hydro UGH;HC G;HCHI
TAN1B;18WTAN1B-12345-J;TANES 1B;TANES GR.1 BOMBEO;55,0;Pump consumption;HC G;TANB
TAN2;18WTAN2-12345-FS;TANES 2G;TANES GR.2 GENERAC.;61,8;Hydro UGH;HC G;HCHI
TAN2B;18WTAN2B-12345-9;TANES 2B;TANES GR.2 BOMBEO;55,0;Pump consumption;HC G;TANB
TANGUBU;18WTANGUBU-123-X;TANGUBU;UF COG ANGULO BURGOS;6,3;Natural Gas Cogeneration;DETIC;COGTANG
TANGURO;18WTANGURO-123-L;TANGURO;UF COG ANGULO RONDA;3,0;Natural Gas Cogeneration;DETIC;COGTAN2
TAPOWER;18WTAPOWER-12-C7;TAPOWER;TARRAGONA POWER;416,9;Combined Cycle GT;TAPOW;TAPOWER
TARACEN;18W000000000QIJY;TARACN;TARACNAN;6,6;Solar PV;GESTE;FTARACN
TARACES;18W000000000QILU;TARCS;TARACENS;5,1;Solar PV;GESTE;FTARACS
TARAYUE;18WTARAYUE-12-ET;TARAYUE;P.E.TARAYUELA;30,0;Wonshore wind;IBGES;EHIBGES
TARBA;18W000000000JYQ0;TARBA;UF TARBA;2,7;Sundry waste;GEMSL;TTARBA
TARDI1;18WTARDI1-123-EF;TARDI1;P.E. TARDIENTA I;49,5;Wonshore wind;IBGES;EHIBGES
TARDI2;18WTARDI2-123-E7;TARDI2;P.E. TARDIENTA II;44,2;Wonshore wind;IBGES;EHIBGES
TASIX;18W000000000TUS5;TASIX;TASIX;13,2;Solar PV;GNRA;UPSON5
TASIX2;18W000000000TXM8;TASIX2;TASIX2;3,4;Solar PV;GNRA;UPSON5
TAULELL;18WTAULELL-12-DH;TAULELL;TAULELL;9,9;Natural Gas Cogeneration;WMARK;TCTAULE
TAUSTE;18W000000000SZDO;TAUSTE;UF SOLAR TAUSTE;1,9;Solar PV;NEXU;FTAUSTE
TAUTC01;18W000000000LD2T;TAUTRA;TAUTRA COMPRA;0,1;Competitive suppliers;TAUTR;TAUTC01
TCIBCUR;18W000000000PMV2;TCIBCUR;COGENERACION MECANISMO AJUSTE;0,0;Natural Gas Cogeneration;IBCUR;TCIBCUR
TCINCA;18WTCINCA-123-DB;TCINCA;TRUCHAS DEL CINCA;24,9;Natural Gas Cogeneration;HISPE;GENGEST
TCOTIL;18W000000000GEQZ;COTILLAS;TORRES COTILLAS;42,2;Solar PV;NEXU;FCOTILL
TEA;18WTEA-123456-EX;TEA;P.E. DE TEA;48,1;Wonshore wind;EGED;EDEVAG
TEA1;18WTEA1-123456-X;TEA1;18WTEA1-123456-X;2,6;Hydro non UGH;EGLE;HENGAG
TEBAR;18W000000000SZEM;TEBAR;UF SOLAR TEBAR;1,0;Solar PV;NEXU;FTEBAR
TECNUTR;18W000000000OGJB;TECNUTR;TECNUTR;1,0;Oil products and coal;DETIC;COGTECN
TECQU;18WTECQU-12345-4;TECQU;TECNICAS COGENERACIÓN QUART;7,3;Natural Gas Cogeneration;IGNIS;TTECQU
TEIXID;18W000000000TSRD;TEIXID;TEIXID;1,0;Competitive suppliers;ENDCO;ENDER01
TEIXIDO;18WTEIXIDO-12-EN;TEIXIDO;TEIXIDO;23,1;Wonshore wind;ECYR;EEGPEM
TEJEDA;18W000000000J22X;TEJEDA;PS TEJEDA;5,0;Solar PV;INTRA;INTRE02
TEJES;18W000000000N2YR;TEJES;TEJES;7,0;Solar PV;GNRA;FVTEJES
TEJONER;18WTEJONEROVEJER;TEJONER;PARQUE EOLICO TEJONERO;32,0;Wonshore wind;NEXU;ETEJONE
TELEST2;18W000000000PPUW;TELEST2;FV TELESTO SOLAR 2;40,0;Solar PV;EGLE;FFV155
TELEST3;18W000000000PPVU;TELEST3;FV TELESTO SOLAR 3;40,0;Solar PV;EGLE;FFV154
TENDC01;18W0000000006OEW;TENDC01;TENDC01;1,0;Competitive suppliers;TENDE;TENDC01
TEOTC01;18W000000000SWCZ;TORNA;TORNAENER;0,0;Competitive suppliers;TORNA;TEOTC01
TEQIX;18W000000000TU0O;TEQIX;TEQIX;5,0;Solar PV;GNRA;UPSON4
TERM;18WTERM-12345-A5;TERMENS ;TERMENS;11,8;Hydro UGH;ENDG;EBRFEN
TERMESO;18WTERMESO-123-5;TERMESO;TERMESOL 50;50,0;Solar thermal;GNRA;TSGNR2
TERMOS1;18W000000000RWNH;TGST148;TGST148;49,9;Solar thermal;GESTE;TGST148
TERMOS2;18W000000000RWQB;TGST149;TGST149;49,9;Solar thermal;GESTE;TGST149
TEROYO;18W000000000OIAN;TEROYO;UF COG TEJ ROYO;1,0;Natural Gas Cogeneration;NEXU;TTROYO
TERRER;18W000000000TGC5;TERRER;UF SOLAR TERRER;107,5;Solar PV;NEXU;FTERRER
TERSC01;18W0000000006Q0H;TERSACOMER;TERSA COMPRA PEN;0,1;Competitive suppliers;TERSA;TERSC01
TERUELO;18WTERUELO-12-E0;TERUELO;P.E. EL TERUELO;43,3;Wonshore wind;IBGES;EHIBGES
TERVALI;18W000000000U6P5;FV TERVALI;FV TERVALIS;1,5;Solar PV;DREUA;FDREU20
TESOPA;18W000000000GA3J;TESOPA;P E TESOPARDO;36,3;Wonshore wind;GNCO;EGASNE2
TESORI;18W000000000GODV;TESORI;PE TESORILLO;26,0;Wonshore wind;GNCO;EGASNE2
TETOURA;18W000000000RJ8C;TETOURA;PE MONTE TOURADO;22,1;Wonshore wind;EGLE;ENORVE
TEV2C01;18W000000000Q1CP;TEV2C01;TEV2C01;2,7;Market direct consumption;TEVI;TEV2C01
TEVIC01;18W0000000004DIS;TEVIC01;TEVIC01;14,3;Market direct consumption;TEVI;TEVIC01
TEXSAN;18W000000000TSSB;TEXSAN;TEXSAN;1,0;Competitive suppliers;ENDCO;ENDER01
TEXTILS;18WTEXTILS-12-DU;RE-00793;TEXTIL SANTANDERINA;4,5;Natural Gas Cogeneration;NEXU;TSANTA
TFAPRO;18WTFAPRO-1234-V;TFAPRO;TFAPRO;10,0;Solar PV;NEXU;FTFAPRO
TFGALL;18WTFGALL-1234-8;TFGALL;TFGALL;14,8;Natural Gas Cogeneration;NEXU;TTFGALL
TFTPSJ;18W-TFTPSJ-18--G;TFTPSJ;COG.TORRAS PAPEL  ST.JOAN (TAR;24,9;Natural Gas Cogeneration;NEXU;TTFTPSJ
TGBSC01;18W0000000008CAV;TGBSC01;TGBSC01;0,6;Market direct consumption;TGBSA;TGBSC01
TGROSA;18W000000000LKGH;TORREGROSA;UF TORREGROSA;1,0;Solar PV;NEXU;FRULAOR
